x, y
-0.9933110367892977, 0.8991662859916687
-0.9866220735785953, 0.8906697630882263
-0.979933110367893, 0.8821732401847839
-0.9732441471571907, 0.8736768960952759
-0.9665551839464883, 0.865180492401123
-0.959866220735786, 0.8566840887069702
-0.9531772575250836, 0.8481877446174622
-0.9464882943143813, 0.8396913409233093
-0.939799331103679, 0.8311948180198669
-0.9331103678929766, 0.8226984739303589
-0.9264214046822743, 0.8142020106315613
-0.919732441471572, 0.8057056069374084
-0.9130434782608696, 0.7972092032432556
-0.9063545150501673, 0.788712739944458
-0.8996655518394648, 0.7802163362503052
-0.8929765886287625, 0.7717199921607971
-0.8862876254180602, 0.7632235884666443
-0.8795986622073578, 0.7547271847724915
-0.8729096989966555, 0.7462307810783386
-0.8662207357859532, 0.7377342581748962
-0.8595317725752508, 0.7292378544807434
-0.8528428093645485, 0.7207414507865906
-0.8461538461538461, 0.7122450470924377
-0.8394648829431438, 0.7037486433982849
-0.8327759197324415, 0.6952521204948425
-0.8260869565217391, 0.6867558360099792
-0.8193979933110368, 0.6782594323158264
-0.8127090301003345, 0.6697630286216736
-0.8060200668896321, 0.661266565322876
-0.7993311036789298, 0.6527702212333679
-0.7926421404682275, 0.6442736983299255
-0.7859531772575251, 0.6357772946357727
-0.7792642140468228, 0.6272808909416199
-0.7725752508361204, 0.618784487247467
-0.7658862876254181, 0.6102880835533142
-0.7591973244147157, 0.6017916798591614
-0.7525083612040133, 0.5932952165603638
-0.745819397993311, 0.5847988724708557
-0.7391304347826086, 0.5763024091720581
-0.7324414715719063, 0.5678060054779053
-0.725752508361204, 0.5593096017837524
-0.7190635451505016, 0.5508131384849548
-0.7123745819397993, 0.542316734790802
-0.705685618729097, 0.5338203310966492
-0.6989966555183946, 0.5253239274024963
-0.6923076923076923, 0.5168275237083435
-0.68561872909699, 0.5083311200141907
-0.6789297658862876, 0.49983465671539307
-0.6722408026755853, 0.49133825302124023
-0.6655518394648829, 0.4828418493270874
-0.6588628762541806, 0.47434544563293457
-0.6521739130434783, 0.46584904193878174
-0.6454849498327759, 0.45735251903533936
-0.6387959866220736, 0.4488561153411865
-0.6321070234113713, 0.4403597116470337
-0.6254180602006689, 0.43186330795288086
-0.6187290969899666, 0.4233669638633728
-0.6120401337792643, 0.41487056016921997
-0.6053511705685619, 0.40637409687042236
-0.5986622073578596, 0.39787769317626953
-0.5919732441471572, 0.3893812894821167
-0.5852842809364549, 0.38088488578796387
-0.5785953177257526, 0.37238842248916626
-0.5719063545150502, 0.36389195919036865
-0.5652173913043479, 0.3553955554962158
-0.5585284280936456, 0.346899151802063
-0.5518394648829432, 0.33840274810791016
-0.5451505016722409, 0.3299063444137573
-0.5384615384615385, 0.32141000032424927
-0.5317725752508362, 0.3129134774208069
-0.5250836120401338, 0.30441707372665405
-0.5183946488294314, 0.2959206700325012
-0.5117056856187291, 0.2874242663383484
-0.5050167224080268, 0.27892786264419556
-0.4983277591973244, 0.2704314589500427
-0.4916387959866221, 0.2619350552558899
-0.48494983277591974, 0.2534385919570923
-0.4782608695652174, 0.24494218826293945
-0.47157190635451507, 0.23644573986530304
-0.46488294314381273, 0.2279493659734726
-0.4581939799331104, 0.21945296227931976
-0.45150501672240806, 0.21095651388168335
-0.4448160535117057, 0.20246009528636932
-0.4381270903010034, 0.19396370649337769
-0.43143812709030105, 0.18546727299690247
-0.4247491638795987, 0.17697086930274963
-0.4180602006688964, 0.1684744507074356
-0.41137123745819404, 0.1599780172109604
-0.4046822742474917, 0.15148161351680756
-0.39799331103678925, 0.14298518002033234
-0.3913043478260869, 0.1344887912273407
-0.3846153846153846, 0.12599237263202667
-0.37792642140468224, 0.11749593168497086
-0.3712374581939799, 0.10899952799081802
-0.36454849498327757, 0.1005031168460846
