x, y
-0.9933110367892977, 0.944230318069458
-0.9866220735785953, 0.9341625571250916
-0.979933110367893, 0.9240947365760803
-0.9732441471571907, 0.9140269756317139
-0.9665551839464883, 0.9039592742919922
-0.959866220735786, 0.8938915133476257
-0.9531772575250836, 0.8838236927986145
-0.9464882943143813, 0.873755931854248
-0.939799331103679, 0.8636881709098816
-0.9331103678929766, 0.8536203503608704
-0.9264214046822743, 0.8435525894165039
-0.919732441471572, 0.8334848284721375
-0.9130434782608696, 0.823417067527771
-0.9063545150501673, 0.813349187374115
-0.8996655518394648, 0.8032814860343933
-0.8929765886287625, 0.7932137250900269
-0.8862876254180602, 0.7831459641456604
-0.8795986622073578, 0.7730781435966492
-0.8729096989966555, 0.7630104422569275
-0.8662207357859532, 0.7529425621032715
-0.8595317725752508, 0.742874801158905
-0.8528428093645485, 0.7328070998191833
-0.8461538461538461, 0.7227393388748169
-0.8394648829431438, 0.7126715779304504
-0.8327759197324415, 0.7026036977767944
-0.8260869565217391, 0.692535936832428
-0.8193979933110368, 0.6824681758880615
-0.8127090301003345, 0.6724004745483398
-0.8060200668896321, 0.6623326539993286
-0.7993311036789298, 0.6522648930549622
-0.7926421404682275, 0.6421970725059509
-0.7859531772575251, 0.6321293115615845
-0.7792642140468228, 0.622061550617218
-0.7725752508361204, 0.6119937896728516
-0.7658862876254181, 0.6019260287284851
-0.7591973244147157, 0.5918581485748291
-0.7525083612040133, 0.5817904472351074
-0.745819397993311, 0.571722686290741
-0.7391304347826086, 0.5616549253463745
-0.7324414715719063, 0.5515871644020081
-0.725752508361204, 0.5415194034576416
-0.7190635451505016, 0.5314515233039856
-0.7123745819397993, 0.5213837623596191
-0.705685618729097, 0.5113160014152527
-0.6989966555183946, 0.5012482404708862
-0.6923076923076923, 0.4911804795265198
-0.68561872909699, 0.4811127185821533
-0.6789297658862876, 0.4710448980331421
-0.6722408026755853, 0.46097713708877563
-0.6655518394648829, 0.4509093761444092
-0.6588628762541806, 0.4408416152000427
-0.6521739130434783, 0.43077385425567627
-0.6454849498327759, 0.42070603370666504
-0.6387959866220736, 0.4106382727622986
-0.6321070234113713, 0.40057051181793213
-0.6254180602006689, 0.3905027508735657
-0.6187290969899666, 0.3804349899291992
-0.6120401337792643, 0.37341874837875366
-0.6053511705685619, 0.36666226387023926
-0.5986622073578596, 0.3599059581756592
-0.5919732441471572, 0.3531495928764343
-0.5852842809364549, 0.34639328718185425
-0.5785953177257526, 0.3396369218826294
-0.5719063545150502, 0.33288049697875977
-0.5652173913043479, 0.3261241316795349
-0.5585284280936456, 0.31936776638031006
-0.5518394648829432, 0.31261146068573
-0.5451505016722409, 0.3058550953865051
-0.5384615384615385, 0.2990987300872803
-0.5317725752508362, 0.2923423647880554
-0.5250836120401338, 0.28558599948883057
-0.5183946488294314, 0.2788296341896057
